날짜,기준가,전일대비,등락율(%),설정액(억),순 자산액(억),과표기준가,현재가,대비,등락률,거래량,거래대금,,,,,,,,,
2020.02.17,1167.73, 8.60,0.74,152,177,"1,031.41","2,242.17",-1.42,-0.06,"458,247","5,639,200",,,,,,,,,
2020.02.14,1159.13, 2.15,-0.19,153,177,"1,031.53","2,243.59",10.63,0.48,"597,224","6,379,565",,,,,,,,,
2020.02.13,1161.28, 8.47,0.73,156,181,"1,031.54","2,232.96",-5.42,-0.24,"638,666","8,121,197",,,,,,,,,
2020.02.12,1152.81, 12.17,1.07,159,184,"1,031.56","2,238.38",15.26,0.69,"632,462","6,892,197",,,,,,,,,
2020.02.11,1140.64, 7.94,-0.69,159,181,"1,031.56","2,223.12",22.05,1,"526,211","6,611,195",,,,,,,,,
2020.02.10,1148.58, 10.25,-0.88,163,188,"1,031.57","2,201.07",-10.88,-0.49,"609,566","5,471,061",,,,,,,,,
2020.02.07,1158.83, 32.80,2.91,164,190,"1,031.61","2,211.95",-15.99,-0.72,"800,342","8,813,174",,,,,,,,,
2020.02.06,1126.03, 4.86,0.43,160,180,"1,031.64","2,227.94",62.31,2.88,"695,216","8,334,737",,,,,,,,,
2020.02.05,1121.17, 22.46,2.04,156,175,"1,031.64","2,165.63",7.73,0.36,"574,395","7,736,275",,,,,,,,,
2020.02.04,1098.71, 2.54,0.23,152,167,"1,031.76","2,157.90",39.02,1.84,"624,641","7,791,178",,,,,,,,,
2020.02.03,1096.17, 14.15,-1.27,151,165,"1,031.67","2,118.88",-0.13,-0.01,"836,699","8,068,704",,,,,,,,,
2020.01.31,1110.32, 22.53,-1.99,150,167,"1,031.70","2,119.01",-28.99,-1.35,"710,507","7,226,687",,,,,,,,,
2020.01.30,1132.85, 5.06,0.45,150,170,"1,031.69","2,148.00",-37.28,-1.71,"602,838","7,105,203",,,,,,,,,
2020.01.29,1127.79, 38.27,-3.28,147,165,"1,031.70","2,185.28",8.56,0.39,"692,300","6,589,949",,,,,,,,,
2020.01.28,1166.06, 15.81,-1.34,146,171,"1,031.72","2,176.72",-69.41,-3.09,"808,878","8,818,232",,,,,,,,,
2020.01.23,1181.87, 15.84,1.36,141,167,"1,031.85","2,246.13",-21.12,-0.93,"509,608","6,790,103",,,,,,,,,
2020.01.22,1166.03, 14.00,-1.19,141,164,"1,031.85","2,267.25",27.56,1.23,"608,509","6,365,617",,,,,,,,,
2020.01.21,1180.03, 8.67,0.74,148,174,"1,031.89","2,239.69",-22.95,-1.01,"770,319","5,569,550",,,,,,,,,
2020.01.20,1171.36, 2.33,0.2,148,174,"1,031.91","2,262.64",12.07,0.54,"545,491","5,950,403",,,,,,,,,
2020.01.17,1169.03, 12.51,1.08,149,175,"1,031.95","2,250.57",2.52,0.11,"580,816","5,444,383",,,,,,,,,
2020.01.16,1156.52, 7.63,-0.66,149,172,"1,031.96","2,248.05",17.07,0.77,"808,331","6,204,474",,,,,,,,,
2020.01.15,1164.15, 5.36,0.46,150,175,"1,031.97","2,230.98",-7.9,-0.35,"746,156","5,946,351",,,,,,,,,
2020.01.14,1158.79, 12.01,1.05,151,175,"1,031.98","2,238.88",9.62,0.43,"835,899","7,294,227",,,,,,,,,
2020.01.13,1146.78, 10.20,0.9,152,174,"1,032.00","2,229.26",22.87,1.04,"488,288","6,214,780",,,,,,,,,
2020.01.10,1136.58, 20.94,1.88,152,173,"1,032.03","2,206.39",19.94,0.91,"594,536","6,459,299",,,,,,,,,
2020.01.09,1115.64, 6.91,-0.62,154,172,"1,032.05","2,186.45",35.14,1.63,"592,603","7,261,591",,,,,,,,,
2020.01.08,1122.55, 11.16,1,154,173,"1,032.06","2,151.31",-24.23,-1.11,"913,830","8,750,722",,,,,,,,,
2020.01.07,1111.39, 9.08,-0.81,154,171,"1,032.07","2,175.54",20.47,0.95,"568,235","5,143,511",,,,,,,,,
2020.01.06,1120.47, 1.56,0.14,154,173,"1,032.08","2,155.07",-21.39,-0.98,"592,670","5,156,540",,,,,,,,,
2020.01.03,1118.91, 12.73,-1.12,155,173,"1,032.11","2,176.46",1.29,0.06,"631,562","5,763,662",,,,,,,,,
2020.01.02,1131.64, 0.03,0,157,178,"1,032.12","2,175.17",-22.5,-1.02,"494,677","4,638,167",,,,,,,,,
2019.12.31,1131.67, 5.14,-0.45,157,178,"1,032.13","2,197.67",-6.54,-0.3,"416,403","4,113,597",,,,,,,,,
2019.12.30,1136.81, 21.46,1.92,157,178,"1,031.69","2,204.21",6.28,0.29,"490,167","5,429,665",,,,,,,,,
2019.12.27,1115.35, 5.62,0.51,156,174,"1,017.00","2,197.93",7.85,0.36,"571,309","4,795,109",,,,,,,,,
2019.12.26,1109.73, 7.61,-0.68,156,173,"1,017.02","2,190.08",-13.63,-0.62,"569,967","4,756,454",,,,,,,,,
2019.12.24,1117.34, 1.80,-0.16,159,177,"1,017.04","2,203.71",-0.47,-0.02,"502,034","4,734,276",,,,,,,,,
2019.12.23,1119.14, 3.80,0.34,160,180,"1,017.06","2,204.18",7.62,0.35,"646,682","5,020,842",,,,,,,,,
2019.12.20,1115.34, 0.38,0.03,161,179,"1,017.09","2,196.56",1.8,0.08,"643,143","5,262,211",,,,,,,,,
2019.12.19,1114.96, 1.34,-0.12,165,184,"1,017.10","2,194.76",-0.92,-0.04,"591,106","5,519,070",,,,,,,,,
2019.12.18,1116.3, 18.78,1.71,165,184,"1,017.12","2,195.68",27.53,1.27,"599,534","6,380,891",,,,,,,,,
2019.12.17,1097.52, 1.07,-0.1,167,183,"1,017.13","2,168.15",-2.1,-0.1,"377,053","4,561,208",,,,,,,,,
2019.12.16,1098.59, 19.49,1.81,175,192,"1,017.14","2,170.25",32.9,1.54,"540,027","6,253,215",,,,,,,,,
2019.12.13,1079.1, 18.42,1.74,177,191,"1,017.16","2,137.35",31.73,1.51,"584,636","8,339,490",,,,,,,,,
2019.12.12,1060.68, 4.20,0.4,178,189,"1,017.17","2,105.62",7.62,0.36,"668,731","4,837,220",,,,,,,,,
2019.12.11,1056.48, 5.26,0.5,178,188,"1,017.18","2,098.00",9.35,0.45,"500,064","4,172,974",,,,,,,,,
2019.12.10,1051.22, 5.14,0.49,178,187,"1,017.19","2,088.65",6.8,0.33,"393,126","3,982,512",,,,,,,,,
2019.12.09,1046.08, 12.26,1.19,178,186,"1,017.20","2,081.85",21.11,1.02,"440,188","4,215,044",,,,,,,,,
2019.12.06,1033.82, 2.76,-0.27,178,184,"1,017.22","2,060.74",-8.15,-0.39,"472,188","4,625,010",,,,,,,,,
2019.12.05,1036.58, 7.66,-0.73,177,183,"1,017.23","2,068.89",-15.18,-0.73,"347,002","5,085,778",,,,,,,,,
2019.12.04,1044.24, 5.36,-0.51,177,184,"1,017.24","2,084.07",-7.85,-0.38,"450,039","4,709,539",,,,,,,,,
2019.12.03,1049.6, 2.26,0.22,176,184,"1,017.25","2,091.92",3.96,0.19,"385,343","4,515,836",,,,,,,,,
2019.12.02,1047.34, 17.14,-1.61,175,183,"1,017.26","2,087.96",-30.64,-1.45,"433,260","5,100,926",,,,,,,,,
2019.11.29,1064.48, 5.71,-0.53,175,186,"1,017.29","2,118.60",-9.25,-0.43,"335,227","4,483,257",,,,,,,,,
2019.11.28,1070.19, 3.24,0.3,175,187,"1,017.30","2,127.85",6.5,0.31,"367,796","4,318,299",,,,,,,,,
2019.11.27,1066.95, 0.22,-0.02,175,187,"1,017.30","2,121.35",-2.15,-0.1,"532,600","7,636,050",,,,,,,,,
2019.11.26,1067.17, 10.72,1.01,174,186,"1,017.31","2,123.50",21.54,1.02,"397,676","4,288,509",,,,,,,,,
2019.11.25,1056.45, 4.89,0.47,174,183,"1,017.32","2,101.96",5.36,0.26,"519,852","4,310,267",,,,,,,,,
2019.11.22,1051.56, 15.57,-1.46,172,181,"1,017.35","2,096.60",-28.72,-1.35,"579,554","5,437,430",,,,,,,,,
2019.11.21,1067.13, 15.72,-1.45,165,176,"1,017.36","2,125.32",-27.92,-1.3,"581,056","5,583,376",,,,,,,,,
2019.11.20,1082.85, 4.19,-0.39,165,179,"1,017.37","2,153.24",-7.45,-0.34,"826,885","5,605,578",,,,,,,,,
2019.11.19,1087.04, 0.95,-0.09,166,180,"1,017.38","2,160.69",-1.49,-0.07,"489,233","4,450,920",,,,,,,,,
2019.11.18,1087.99, 13.57,1.26,166,181,"1,017.40","2,162.18",22.95,1.07,"556,246","5,694,837",,,,,,,,,
2019.11.15,1074.42, 9.77,0.92,165,178,"1,017.45","2,139.23",16.78,0.79,"521,109","6,080,226",,,,,,,,,
2019.11.14,1064.65, 8.55,-0.8,165,176,"1,017.47","2,122.45",-18.47,-0.86,"664,365","5,376,790",,,,,,,,,
2019.11.13,1073.2, 10.91,1.03,165,178,"1,017.49","2,140.92",16.83,0.79,"610,428","5,743,924",,,,,,,,,
2019.11.12,1062.29, 8.69,-0.81,166,176,"1,017.51","2,124.09",-13.14,-0.61,"617,265","5,346,845",,,,,,,,,
2019.11.11,1070.98, 5.08,-0.47,165,177,"1,017.52","2,137.23",-7.06,-0.33,"574,127","5,969,290",,,,,,,,,
2019.11.08,1076.06, 0.97,-0.09,165,178,"1,017.58","2,144.29",0.14,0.01,"425,662","5,134,908",,,,,,,,,
2019.11.07,1077.03, 1.37,0.13,167,180,"1,017.59","2,144.15",1.51,0.07,"410,084","5,680,104",,,,,,,,,
2019.11.06,1075.66, 6.21,0.58,177,190,"1,017.61","2,142.64",12.4,0.58,"400,643","5,181,344",,,,,,,,,
2019.11.05,1069.45, 16.22,1.54,178,191,"1,017.63","2,130.24",30.04,1.43,"476,256","5,636,693",,,,,,,,,
2019.11.04,1053.23, 9.60,0.92,178,188,"1,017.64","2,100.20",16.72,0.8,"418,314","4,599,472",,,,,,,,,
2019.11.01,1043.63, 1.34,0.13,178,186,"1,017.69","2,083.48",3.21,0.15,"461,322","5,777,340",,,,,,,,,
2019.10.31,1042.29, 8.57,-0.82,178,186,"1,017.71","2,080.27",-12.42,-0.59,"415,551","5,051,507",,,,,,,,,
2019.10.30,1050.86, 1.32,-0.13,179,188,"1,017.73","2,092.69",-0.91,-0.04,"357,662","4,067,889",,,,,,,,,
2019.10.29,1052.18, 3.04,0.29,180,190,"1,017.75","2,093.60",5.71,0.27,"269,233","3,853,804",,,,,,,,,
2019.10.28,1049.14, 1.53,0.15,180,189,"1,017.76","2,087.89",2.23,0.11,"348,686","4,429,328",,,,,,,,,
2019.10.25,1047.61, 1.94,0.19,180,188,"1,017.81","2,085.66",5.04,0.24,"367,717","5,208,814",,,,,,,,,
2019.10.24,1045.67, 5.13,-0.49,180,188,"1,017.82","2,080.62",-8.24,-0.39,"429,453","5,110,883",,,,,,,,,
2019.10.23,1050.8, 13.68,1.32,180,189,"1,017.84","2,088.86",24.02,1.16,"504,063","4,811,062",,,,,,,,,
2019.10.22,1037.12, 4.01,0.39,180,187,"1,017.86","2,064.84",4.15,0.2,"606,108","3,598,365",,,,,,,,,
2019.10.21,1033.11, 10.14,-0.97,180,186,"1,017.87","2,060.69",-17.25,-0.83,"516,687","5,429,306",,,,,,,,,
2019.10.18,1043.25, 3.34,-0.32,180,188,"1,017.92","2,077.94",-4.89,-0.23,"314,177","3,484,053",,,,,,,,,
2019.10.17,1046.59, 7.42,0.71,180,189,"1,017.94","2,082.83",14.66,0.71,"524,545","4,463,659",,,,,,,,,
2019.10.16,1039.17, 1.18,0.11,181,188,"1,017.95","2,068.17",0.77,0.04,"464,533","4,138,985",,,,,,,,,
2019.10.15,1037.99, 11.15,1.09,181,188,"1,017.97","2,067.40",22.79,1.11,"511,215","4,579,415",,,,,,,,,
2019.10.14,1026.84, 8.86,0.87,181,186,"1,017.98","2,044.61",16.46,0.81,"381,147","3,790,613",,,,,,,,,
2019.10.11,1017.98, 9.49,-0.92,181,184,"1,018.02","2,028.15",-18.1,-0.88,"445,846","5,612,446",,,,,,,,,
2019.10.10,1027.47, 13.98,1.38,181,186,"1,018.04","2,046.25",24.52,1.21,"437,517","4,256,283",,,,,,,,,
2019.10.08,1013.49, 1.56,0.15,181,183,"1,018.07","2,021.73",1.04,0.05,"322,184","3,412,076",,,,,,,,,
2019.10.07,1011.93, 4.33,-0.43,181,183,"1,018.08","2,020.69",-11.22,-0.55,"402,940","3,963,264",,,,,,,,,
2019.10.04,1016.26, 22.91,-2.2,180,183,"1,018.12","2,031.91",-40.51,-1.95,"414,460","3,933,921",,,,,,,,,
2019.10.02,1039.17, 3.05,0.29,180,187,"1,018.15","2,072.42",9.37,0.45,"389,336","3,869,998",,,,,,,,,
2019.10.01,1036.12, 8.71,0.85,180,187,"1,018.16","2,063.05",13.12,0.64,"327,625","3,709,169",,,,,,,,,
2019.09.30,1027.41, 11.24,-1.08,179,184,"1,018.09","2,049.93",-24.59,-1.19,"285,943","3,489,260",,,,,,,,,
2019.09.27,1038.65, 2.14,0.21,179,186,"1,016.07","2,074.52",1.13,0.05,"430,577","4,656,831",,,,,,,,,
2019.09.26,1036.51, 13.72,-1.31,179,185,"1,016.09","2,073.39",-27.65,-1.32,"651,551","5,181,991",,,,,,,,,
2019.09.25,1050.23, 4.93,0.47,179,189,"1,016.10","2,101.04",9.34,0.45,"535,771","4,406,729",,,,,,,,,
2019.09.24,1045.3, 1.13,0.11,180,188,"1,016.12","2,091.70",0.18,0.01,"420,948","4,095,773",,,,,,,,,
2019.09.23,1044.17, 5.67,0.55,181,188,"1,016.13","2,091.52",11.17,0.54,"589,919","5,401,656",,,,,,,,,
2019.09.20,1038.5, 7.57,0.73,181,187,"1,016.18","2,080.35",9.62,0.46,"493,037","4,796,838",,,,,,,,,
2019.09.19,1030.93, 5.48,0.53,183,189,"1,016.19","2,070.73",8.4,0.41,"613,147","4,849,403",,,,,,,,,
2019.09.18,1025.45, 1.39,-0.14,183,188,"1,016.21","2,062.33",0.11,0.01,"507,995","4,572,240",,,,,,,,,
2019.09.17,1026.84, 3.87,0.38,183,188,"1,016.22","2,062.22",13.02,0.64,"493,516","5,676,634",,,,,,,,,
2019.09.16,1022.97, 8.12,0.8,183,187,"1,016.23","2,049.20",17.12,0.84,"429,075","5,997,521",,,,,,,,,
2019.09.11,1014.85, 5.06,0.5,191,194,"1,016.30","2,032.08",12.53,0.62,"504,390","4,458,784",,,,,,,,,
2019.09.10,1009.79, 7.09,0.71,192,193,"1,016.31","2,019.55",10.42,0.52,"511,821","4,401,821",,,,,,,,,
2019.09.09,1002.7, 4.01,0.4,192,192,"1,016.33","2,009.13",4.38,0.22,"384,440","3,667,155",,,,,,,,,
2019.09.06,998.69, 10.90,1.1,192,192,"1,016.37","2,004.75",16.22,0.82,"488,067","5,556,532",,,,,,,,,
2019.09.05,987.79, 13.72,1.41,193,190,"1,016.38","1,988.53",22.84,1.16,"348,722","4,133,684",,,,,,,,,
2019.09.04,974.07, 3.75,-0.38,193,188,"1,016.39","1,965.69",-3.5,-0.18,"342,077","3,916,057",,,,,,,,,
2019.09.03,977.82, 0.46,0.05,193,189,"1,016.41","1,969.19",1.4,0.07,"262,154","2,924,232",,,,,,,,,
2019.09.02,977.36, 17.85,1.86,193,189,"1,016.42","1,967.79",34.38,1.78,"317,733","4,371,488",,,,,,,,,
2019.08.30,959.51, 4.97,-0.52,193,186,"1,016.46","1,933.41",-7.68,-0.4,"285,103","3,709,595",,,,,,,,,
2019.08.29,964.48, 7.74,0.81,193,186,"1,016.47","1,941.09",16.49,0.86,"284,344","3,288,745",,,,,,,,,
2019.08.28,956.74, 4.84,0.51,193,185,"1,016.49","1,924.60",8.29,0.43,"427,042","5,037,419",,,,,,,,,
2019.08.27,951.9, 14.77,-1.53,192,183,"1,016.50","1,916.31",-31.99,-1.64,"324,853","3,751,275",,,,,,,,,
2019.08.26,966.67, 0.60,-0.06,193,187,"1,016.51","1,948.30",-2.71,-0.14,"381,086","3,498,464",,,,,,,,,
2019.08.23,967.27, 8.10,-0.83,193,187,"1,016.55","1,951.01",-13.64,-0.69,"435,564","4,095,130",,,,,,,,,
2019.08.22,975.37, 1.57,0.16,194,189,"1,016.56","1,964.65",4.4,0.22,"391,567","3,821,800",,,,,,,,,
2019.08.21,973.8, 10.62,1.1,193,188,"1,016.58","1,960.25",20.35,1.05,"463,604","4,130,252",,,,,,,,,
2019.08.20,963.18, 1.47,0.15,193,186,"1,016.59","1,939.90",12.73,0.66,"481,022","3,771,542",,,,,,,,,
2019.08.16,961.71, 8.58,0.9,193,186,"1,016.64","1,927.17",-11.2,-0.58,"421,682","4,274,269",,,,,,,,,
2019.08.14,953.13, 9.94,-1.03,191,182,"1,016.67","1,938.37",12.54,0.65,"699,585","5,076,486",,,,,,,,,
2019.08.13,963.07, 1.81,0.19,189,182,"1,016.68","1,925.83",-16.46,-0.85,"660,040","4,340,208",,,,,,,,,
2019.08.12,961.26, 8.54,0.9,185,178,"1,016.70","1,942.29",4.54,0.23,"427,140","3,997,754",,,,,,,,,
2019.08.09,952.72, 2.03,0.21,183,174,"1,016.74","1,937.75",17.14,0.89,"654,344","5,051,265",,,,,,,,,
2019.08.08,950.69, 4.80,-0.5,179,170,"1,016.75","1,920.61",10.9,0.57,"777,165","6,769,546",,,,,,,,,
2019.08.07,955.49, 14.10,-1.45,179,171,"1,016.76","1,909.71",-7.79,-0.41,"760,777","5,373,398",,,,,,,,,
2019.08.06,969.59, 22.44,-2.26,179,173,"1,016.78","1,917.50",-29.48,-1.51,"739,588","7,179,083",,,,,,,,,
2019.08.05,992.03, 10.85,-1.08,176,175,"1,016.79","1,946.98",-51.15,-2.56,"639,603","6,599,770",,,,,,,,,
2019.08.02,1002.88, 2.69,-0.27,176,177,"1,016.84","1,998.13",-19.21,-0.95,"438,538","5,338,221",,,,,,,,,
2019.08.01,1005.57, 9.77,-0.96,176,177,"1,016.86","2,017.34",-7.21,-0.36,"461,743","4,443,149",,,,,,,,,
2019.07.31,1015.34, 4.45,0.44,176,179,"1,016.87","2,024.55",-14.13,-0.69,"589,386","5,532,912",,,,,,,,,
2019.07.30,1010.89, 16.79,-1.63,176,178,"1,016.89","2,038.68",9.2,0.45,"547,029","3,877,489",,,,,,,,,
2019.07.29,1027.68, 3.13,-0.3,176,181,"1,016.89","2,029.48",-36.78,-1.78,"608,670","4,681,216",,,,,,,,,
2019.07.26,1030.81, 0.94,-0.09,176,181,"1,016.93","2,066.26",-8.22,-0.4,"589,074","5,138,752",,,,,,,,,
2019.07.25,1031.75, 10.08,-0.97,176,182,"1,016.97","2,074.48",-7.82,-0.38,"598,634","5,207,429",,,,,,,,,
2019.07.24,1041.83, 5.01,0.48,176,183,"1,016.98","2,082.30",-19.15,-0.91,"851,392","4,233,306",,,,,,,,,
2019.07.23,1036.82, 0.18,0.02,177,183,"1,017.00","2,101.45",8.11,0.39,"648,123","4,601,029",,,,,,,,,
2019.07.22,1036.64, 14.92,1.46,177,183,"1,017.02","2,093.34",-1.02,-0.05,"332,629","3,206,206",,,,,,,,,
2019.07.19,1021.72, 2.91,-0.28,176,180,"1,017.06","2,094.36",27.81,1.35,"394,904","4,198,431",,,,,,,,,
2019.07.18,1024.63, 10.15,-0.98,176,181,"1,017.07","2,066.55",-6.37,-0.31,"446,644","3,939,883",,,,,,,,,
2019.07.17,1034.78, 5.24,0.51,176,182,"1,017.09","2,072.92",-18.95,-0.91,"761,626","4,643,511",,,,,,,,,
2019.07.16,1029.54, 0.04,0,176,181,"1,017.10","2,091.87",9.39,0.45,"682,802","5,284,192",,,,,,,,,
2019.07.15,1029.58, 3.09,0.3,176,181,"1,017.12","2,082.48",-4.18,-0.2,"463,519","3,740,179",,,,,,,,,
2019.07.12,1026.49, 11.75,1.16,176,181,"1,017.16","2,086.66",6.08,0.29,"403,935","3,775,268",,,,,,,,,
2019.07.11,1014.74, 4.33,0.43,176,179,"1,017.17","2,080.58",21.8,1.06,"376,675","5,057,466",,,,,,,,,
2019.07.10,1010.41, 3.09,-0.3,176,178,"1,017.19","2,058.78",6.75,0.33,"355,677","3,938,556",,,,,,,,,
2019.07.09,1013.5, 22.19,-2.14,176,178,"1,017.20","2,052.03",-12.14,-0.59,"440,122","4,439,841",,,,,,,,,
2019.07.08,1035.69, 1.23,-0.12,176,182,"1,017.22","2,064.17",-46.42,-2.2,"515,950","4,349,730",,,,,,,,,
2019.07.05,1036.92, 8.77,0.85,175,182,"1,017.26","2,110.59",1.86,0.09,"459,391","4,025,814",,,,,,,,,
2019.07.04,1028.15, 14.02,-1.35,175,180,"1,017.27","2,108.73",12.71,0.61,"446,932","4,542,737",,,,,,,,,
2019.07.03,1042.17, 4.96,-0.47,175,182,"1,017.29","2,096.02",-26,-1.23,"522,709","4,615,984",,,,,,,,,
2019.07.02,1047.13, 1.10,-0.1,175,183,"1,017.30","2,122.02",-7.72,-0.36,"460,830","4,107,541",,,,,,,,,
2019.07.01,1048.23, 1.31,-0.12,175,184,"1,017.32","2,129.74",-0.88,-0.04,"412,291","4,730,192",,,,,,,,,
2019.06.28,1049.54, 12.35,1.19,175,184,"1,017.23","2,130.62",-3.7,-0.17,"537,274","4,282,404",,,,,,,,,
2019.06.27,1037.19, 1.11,0.11,176,182,"1,014.58","2,134.32",12.47,0.59,"644,900","5,122,462",,,,,,,,,
2019.06.26,1036.08, 1.44,-0.14,176,183,"1,014.60","2,121.85",0.21,0.01,"736,851","4,455,865",,,,,,,,,
2019.06.25,1037.52, 0.44,0.04,176,183,"1,014.61","2,121.64",-4.69,-0.22,"642,999","4,249,731",,,,,,,,,
2019.06.24,1037.08, 2.23,-0.21,176,183,"1,014.63","2,126.33",0.71,0.03,"669,639","4,054,920",,,,,,,,,
2019.06.21,1039.31, 2.95,0.28,176,183,"1,014.67","2,125.62",-5.67,-0.27,"692,027","5,226,303",,,,,,,,,
2019.06.20,1036.36, 14.58,1.43,176,183,"1,014.69","2,131.29",6.51,0.31,"1,007,158","3,994,784",,,,,,,,,
2019.06.19,1021.78, 4.91,0.48,176,180,"1,014.70","2,124.78",26.07,1.24,"862,980","4,984,533",,,,,,,,,
2019.06.18,1016.87, 1.08,-0.11,176,179,"1,014.72","2,098.71",7.98,0.38,"600,964","4,579,592",,,,,,,,,
2019.06.17,1017.95, 1.83,-0.18,177,180,"1,014.73","2,090.73",-4.68,-0.22,"561,550","4,255,706",,,,,,,,,
2019.06.14,1019.78, 7.34,-0.71,177,181,"1,014.78","2,095.41",-7.74,-0.37,"473,370","4,716,415",,,,,,,,,
2019.06.13,1027.12, 2.54,-0.25,177,182,"1,014.79","2,103.15",-5.6,-0.27,"553,393","5,998,223",,,,,,,,,
2019.06.12,1029.66, 4.66,0.45,177,182,"1,014.80","2,108.75",-3.06,-0.14,"693,507","4,661,009",,,,,,,,,
2019.06.11,1025, 14.56,1.44,177,181,"1,014.82","2,111.81",12.32,0.59,"550,740","4,276,695",,,,,,,,,
2019.06.10,1010.44, 0.70,0.07,177,179,"1,014.83","2,099.49",27.16,1.31,"457,640","4,214,043",,,,,,,,,
2019.06.07,1009.74, 1.82,0.18,177,179,"1,014.88","2,072.33",3.22,0.16,"368,392","4,347,351",,,,,,,,,
2019.06.05,1007.92, 2.21,-0.22,177,178,"1,014.90","2,069.11",2.14,0.1,"380,156","4,506,227",,,,,,,,,
2019.06.04,1010.13, 16.32,1.64,177,179,"1,014.92","2,066.97",-0.88,-0.04,"435,991","4,841,760",,,,,,,,,
2019.06.03,993.81, 0.52,-0.05,177,176,"1,014.93","2,067.85",26.11,1.28,"387,145","4,640,456",,,,,,,,,
2019.05.31,994.33, 9.87,1,177,176,"1,014.97","2,041.74",2.94,0.14,"439,181","5,039,081",,,,,,,,,
2019.05.30,984.46, 13.02,-1.31,176,173,"1,014.99","2,038.80",15.48,0.77,"461,850","4,978,843",,,,,,,,,
2019.05.29,997.48, 1.29,0.13,175,175,"1,015.00","2,023.32",-25.51,-1.25,"380,893","4,686,652",,,,,,,,,
2019.05.28,996.19, 0.12,-0.01,175,174,"1,015.01","2,048.83",4.62,0.23,"494,478","8,080,272",,,,,,,,,
2019.05.27,996.31, 7.60,-0.76,175,174,"1,015.03","2,044.21",-1.1,-0.05,"351,616","3,506,626",,,,,,,,,
2019.05.24,1003.91, 1.92,-0.19,175,175,"1,015.07","2,045.31",-14.28,-0.69,"480,647","4,581,385",,,,,,,,,
2019.05.23,1005.83, 2.23,0.22,174,175,"1,015.09","2,059.59",-5.27,-0.26,"509,268","4,819,255",,,,,,,,,
2019.05.22,1003.6, 4.61,0.46,174,175,"1,015.10","2,064.86",3.61,0.18,"509,974","4,637,965",,,,,,,,,
2019.05.21,998.99, 1.75,0.18,174,174,"1,015.12","2,061.25",5.54,0.27,"526,858","5,272,368",,,,,,,,,
2019.05.20,997.24, 6.31,-0.63,174,173,"1,015.13","2,055.71",-0.09,0,"640,195","4,889,671",,,,,,,,,
2019.05.17,1003.55, 14.44,-1.42,174,174,"1,015.17","2,055.80",-11.89,-0.58,"537,380","5,378,895",,,,,,,,,
2019.05.16,1017.99, 4.97,0.49,165,168,"1,015.19","2,067.69",-25.09,-1.2,"745,164","6,042,439",,,,,,,,,
2019.05.15,1013.02, 0.50,-0.05,164,167,"1,015.20","2,092.78",10.94,0.53,"577,794","5,052,873",,,,,,,,,
2019.05.14,1013.52, 12.79,-1.25,164,166,"1,015.22","2,081.84",2.83,0.14,"696,195","5,865,911",,,,,,,,,
2019.05.13,1026.31, 3.48,0.34,164,168,"1,015.23","2,079.01",-29.03,-1.38,"505,750","4,601,110",,,,,,,,,
2019.05.10,1022.83, 34.29,-3.24,164,168,"1,015.28","2,108.04",6.03,0.29,"714,766","6,407,849",,,,,,,,,
2019.05.09,1057.12, 4.82,-0.45,164,173,"1,015.29","2,102.01",-66,-3.04,"743,506","8,236,437",,,,,,,,,
2019.05.08,1061.94, 9.17,-0.86,164,174,"1,015.31","2,168.01",-8.98,-0.41,"456,333","5,170,590",,,,,,,,,
2019.05.07,1071.11, 9.27,-0.86,164,175,"1,015.33","2,176.99",-19.33,-0.88,"484,097","5,467,056",,,,,,,,,
2019.05.03,1080.38, 4.70,0.44,164,177,"1,015.39","2,196.32",-16.43,-0.74,"617,877","5,297,907",,,,,,,,,
2019.05.02,1075.68, 7.08,-0.65,164,176,"1,015.41","2,212.75",9.16,0.42,"369,059","5,026,634",,,,,,,,,
2019.04.30,1082.76, 21.01,1.98,164,178,"1,015.44","2,203.59",-12.84,-0.58,"381,413","5,697,107",,,,,,,,,
2019.04.29,1061.75, 5.95,-0.56,164,175,"1,015.46","2,216.43",37.12,1.7,"380,823","4,985,905",,,,,,,,,
2019.04.26,1067.7, 3.49,-0.33,164,175,"1,015.51","2,179.31",-11.19,-0.51,"570,172","5,346,145",,,,,,,,,
2019.04.25,1071.19, 10.52,-0.97,164,176,"1,015.53","2,190.50",-10.53,-0.48,"441,137","5,610,697",,,,,,,,,
2019.04.24,1081.71, 1.84,0.17,164,178,"1,015.54","2,201.03",-19.48,-0.88,"575,099","6,342,430",,,,,,,,,
2019.04.23,1079.87, 0.05,0,164,178,"1,015.56","2,220.51",3.86,0.17,"481,177","4,922,937",,,,,,,,,
2019.04.22,1079.82, 0.12,0.01,165,178,"1,015.57","2,216.65",0.5,0.02,"493,984","4,639,971",,,,,,,,,
2019.04.19,1079.7, 17.54,-1.6,164,178,"1,015.62","2,216.15",2.38,0.11,"525,263","4,965,672",,,,,,,,,
2019.04.18,1097.24, 0.89,-0.08,166,182,"1,015.64","2,213.77",-32.12,-1.43,"573,343","6,501,103",,,,,,,,,
2019.04.17,1098.13, 4.31,0.39,166,182,"1,015.66","2,245.89",-2.74,-0.12,"452,474","5,586,183",,,,,,,,,
2019.04.16,1093.82, 3.92,0.36,166,181,"1,015.67","2,248.63",5.75,0.26,"569,056","7,083,490",,,,,,,,,
